Localidade de aplicação do recurso;Ano da Emenda;Tipo de Emenda;Autor da Emenda;Número da Emenda;Código da Emenda;Favorecido;UF DO FAVORECIDO;MUNICÍPIO DO FAVORECIDO;UG;Órgão;Órgão Superior;Grupo de Despesa;Elemento de Despesa;Modalidade de Despesa;Plano Orçamentário;Programa Orçamentário;Ação Orçamentária;Subtítulo (Localizador);Função (Área de Atuação);Subfunção (Especificação da Área de Atuação);Possui Convênio?;Valor Empenhado;Valor Pago;Parlamentar_Limpo;codigo_ibge_mapa;codigo_ibge_ips;faixa_prioridade;QT_VOTOS;municipio;municipio_normalizado;tipo_destinacao;idhm;ivs;deficit_idhm;ips_prioridade;tipo_registro;fonte_territorializacao;status_reconciliacao;linhas_pagamento;codigos_distintos;parlamentares_distintos;observacao_metodologica
GARIBALDI - RS;2025;Pagamento detalhado municipalizado;FERNANDA MELCHIONNA;;Agregado municipal — 2 código(s);Agregado de 1 favorecido(s);RS;GARIBALDI;;;;;;;;;;;;;;0.0;350000.0;FERNANDA MELCHIONNA;4308607;4308607;Baixa Prioridade;239.0;GARIBALDI;GARIBALDI;Municipal;0.786;0.115;0.2139999999999999;0.1644999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SANTO ÂNGELO - RS;2025;Pagamento detalhado municipalizado;DAIANA SANTOS;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;SANTO ÂNGELO;;;;;;;;;;;;;;0.0;350000.0;DAIANA SANTOS;4317509;4317509;Baixa Prioridade;159.0;SANTO ÂNGELO;SANTO ANGELO;Municipal;0.772;0.154;0.2279999999999999;0.191;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
PINHEIRINHO DO VALE - RS;2025;Pagamento detalhado municipalizado;REGINETE BISPO;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;PINHEIRINHO DO VALE;;;;;;;;;;;;;;0.0;350000.0;REGINETE BISPO;4314498;4314498;Alta Prioridade;2.0;PINHEIRINHO DO VALE;PINHEIRINHO DO VALE;Municipal;0.71;0.351;0.29;0.3205;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
CAXIAS DO SUL - RS;2025;Pagamento detalhado municipalizado;DAIANA SANTOS;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;CAXIAS DO SUL;;;;;;;;;;;;;;0.0;350000.0;DAIANA SANTOS;4305108;4305108;Baixa Prioridade;1013.0;CAXIAS DO SUL;CAXIAS DO SUL;Municipal;0.782;0.174;0.2179999999999999;0.1959999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SÃO GABRIEL - RS;2025;Pagamento detalhado municipalizado;DAIANA SANTOS;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;SÃO GABRIEL;;;;;;;;;;;;;;0.0;349985.0;DAIANA SANTOS;4318309;4318309;Média Prioridade;106.0;SÃO GABRIEL;SAO GABRIEL;Municipal;0.699;0.253;0.301;0.277;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SANTA CRUZ DO SUL - RS;2025;Pagamento detalhado municipalizado;ANY ORTIZ;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;SANTA CRUZ DO SUL;;;;;;;;;;;;;;0.0;349888.0;ANY ORTIZ;4316808;4316808;Baixa Prioridade;1095.0;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;Municipal;0.773;0.139;0.2269999999999999;0.183;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;5.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SÃO BORJA - RS;2025;Pagamento detalhado municipalizado;DAIANA SANTOS;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;SÃO BORJA;;;;;;;;;;;;;;0.0;349745.0;DAIANA SANTOS;4318002;4318002;Média Prioridade;150.0;SÃO BORJA;SAO BORJA;Municipal;0.736;0.219;0.264;0.2415;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
TAPES - RS;2025;Pagamento detalhado municipalizado;ALCEU MOREIRA;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;TAPES;;;;;;;;;;;;;;0.0;348000.0;ALCEU MOREIRA;4321105;4321105;Média Prioridade;82.0;TAPES;TAPES;Municipal;0.695;0.223;0.305;0.264;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
ENCANTADO - RS;2025;Pagamento detalhado municipalizado;DAIANA SANTOS;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;ENCANTADO;;;;;;;;;;;;;;0.0;347999.0;DAIANA SANTOS;4306809;4306809;Baixa Prioridade;58.0;ENCANTADO;ENCANTADO;Municipal;0.767;0.117;0.2329999999999999;0.175;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
GRAMADO XAVIER - RS;2025;Pagamento detalhado municipalizado;HEITOR SCHUCH;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;GRAMADO XAVIER;;;;;;;;;;;;;;0.0;347500.0;HEITOR SCHUCH;4309159;4309159;Alta Prioridade;301.0;GRAMADO XAVIER;GRAMADO XAVIER;Municipal;0.634;0.288;0.366;0.3269999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
CHIAPETTA - RS;2025;Pagamento detalhado municipalizado;LUIZ CARLOS BUSATO;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;CHIAPETTA;;;;;;;;;;;;;;0.0;346500.0;LUIZ CARLOS BUSATO;4305405;4305405;Média Prioridade;117.0;CHIAPETTA;CHIAPETTA;Municipal;0.732;0.201;0.268;0.2345;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
CORONEL BARROS - RS;2025;Pagamento detalhado municipalizado;POMPEO DE MATTOS;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;CORONEL BARROS;;;;;;;;;;;;;;0.0;346500.0;POMPEO DE MATTOS;4305871;4305871;Baixa Prioridade;342.0;CORONEL BARROS;CORONEL BARROS;Municipal;0.744;0.162;0.256;0.209;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
NOVA RAMADA - RS;2025;Pagamento detalhado municipalizado;POMPEO DE MATTOS;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;NOVA RAMADA;;;;;;;;;;;;;;0.0;346500.0;POMPEO DE MATTOS;4313334;4313334;Baixa Prioridade;408.0;NOVA RAMADA;NOVA RAMADA;Municipal;0.742;0.185;0.258;0.2215;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
VANINI - RS;2025;Pagamento detalhado municipalizado;LUIZ CARLOS BUSATO;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;VANINI;;;;;;;;;;;;;;0.0;346500.0;LUIZ CARLOS BUSATO;4322558;4322558;Baixa Prioridade;23.0;VANINI;VANINI;Municipal;0.757;0.153;0.243;0.198;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
TRINDADE DO SUL - RS;2025;Pagamento detalhado municipalizado;POMPEO DE MATTOS;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;TRINDADE DO SUL;;;;;;;;;;;;;;0.0;346500.0;POMPEO DE MATTOS;4321956;4321956;Alta Prioridade;292.0;TRINDADE DO SUL;TRINDADE DO SUL;Municipal;0.687;0.32;0.3129999999999999;0.3165;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
PORTO VERA CRUZ - RS;2025;Pagamento detalhado municipalizado;POMPEO DE MATTOS;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;PORTO VERA CRUZ;;;;;;;;;;;;;;0.0;346500.0;POMPEO DE MATTOS;4315073;4315073;Média Prioridade;43.0;PORTO VERA CRUZ;PORTO VERA CRUZ;Municipal;0.69;0.189;0.31;0.2495;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
FREDERICO WESTPHALEN - RS;2025;Pagamento detalhado municipalizado;ALCEU MOREIRA;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;FREDERICO WESTPHALEN;;;;;;;;;;;;;;0.0;346500.0;ALCEU MOREIRA;4308508;4308508;Baixa Prioridade;352.0;FREDERICO WESTPHALEN;FREDERICO WESTPHALEN;Municipal;0.76;0.163;0.24;0.2015;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
GUAÍBA - RS;2025;Pagamento detalhado municipalizado;DAIANA SANTOS;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;GUAÍBA;;;;;;;;;;;;;;0.0;343494.0;DAIANA SANTOS;4309308;4309308;Média Prioridade;979.0;GUAÍBA;GUAIBA;Municipal;0.73;0.283;0.27;0.2764999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
XANGRI-LÁ - RS;2025;Pagamento detalhado municipalizado;MAURICIO MARCON;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;XANGRI-LÁ;;;;;;;;;;;;;;0.0;332623.0;MAURICIO MARCON;4323804;4323804;Baixa Prioridade;148.0;XANGRI-LÁ;XANGRI-LA;Municipal;0.735;0.157;0.265;0.211;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;3.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
LAJEADO - RS;2025;Pagamento detalhado municipalizado;MARCEL VAN HATTEM;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;LAJEADO;;;;;;;;;;;;;;0.0;319808.61;MARCEL VAN HATTEM;4311403;4311403;Baixa Prioridade;4687.0;LAJEADO;LAJEADO;Municipal;0.778;0.124;0.2219999999999999;0.173;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
NOVA BRÉSCIA - RS;2025;Pagamento detalhado municipalizado;LUIZ CARLOS BUSATO;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;NOVA BRÉSCIA;;;;;;;;;;;;;;0.0;319250.0;LUIZ CARLOS BUSATO;4313003;4313003;Média Prioridade;14.0;NOVA BRÉSCIA;NOVA BRESCIA;Municipal;0.778;0.277;0.2219999999999999;0.2495;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
DOUTOR RICARDO - RS;2025;Pagamento detalhado municipalizado;LUIZ CARLOS BUSATO;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;DOUTOR RICARDO;;;;;;;;;;;;;;0.0;319250.0;LUIZ CARLOS BUSATO;4306759;4306759;Média Prioridade;14.0;DOUTOR RICARDO;DOUTOR RICARDO;Municipal;0.724;0.191;0.276;0.2335;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SAGRADA FAMÍLIA - RS;2025;Pagamento detalhado municipalizado;LUIZ CARLOS BUSATO;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;SAGRADA FAMÍLIA;;;;;;;;;;;;;;0.0;319250.0;LUIZ CARLOS BUSATO;4316428;4316428;Alta Prioridade;143.0;SAGRADA FAMÍLIA;SAGRADA FAMILIA;Municipal;0.678;0.306;0.3219999999999999;0.3139999999999999;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
GRAMADO DOS LOUREIROS - RS;2025;Pagamento detalhado municipalizado;LUIZ CARLOS BUSATO;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;GRAMADO DOS LOUREIROS;;;;;;;;;;;;;;0.0;319250.0;LUIZ CARLOS BUSATO;4309126;4309126;Alta Prioridade;252.0;GRAMADO DOS LOUREIROS;GRAMADO DOS LOUREIROS;Municipal;0.685;0.326;0.3149999999999999;0.3205;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
LAGOA DOS TRÊS CANTOS - RS;2025;Pagamento detalhado municipalizado;LUIZ CARLOS BUSATO;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;LAGOA DOS TRÊS CANTOS;;;;;;;;;;;;;;0.0;319250.0;LUIZ CARLOS BUSATO;4311270;4311270;Baixa Prioridade;400.0;LAGOA DOS TRÊS CANTOS;LAGOA DOS TRES CANTOS;Municipal;0.789;0.144;0.2109999999999999;0.1775;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
MAQUINÉ - RS;2025;Pagamento detalhado municipalizado;POMPEO DE MATTOS;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;MAQUINÉ;;;;;;;;;;;;;;0.0;318000.0;POMPEO DE MATTOS;4311775;4311775;Alta Prioridade;207.0;MAQUINÉ;MAQUINE;Municipal;0.682;0.245;0.3179999999999999;0.2815;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
BARRA DO RIBEIRO - RS;2025;Pagamento detalhado municipalizado;ALCEU MOREIRA;;Agregado municipal — 2 código(s);Agregado de 2 favorecido(s);RS;BARRA DO RIBEIRO;;;;;;;;;;;;;;0.0;318000.0;ALCEU MOREIRA;4301909;4301909;Alta Prioridade;931.0;BARRA DO RIBEIRO;BARRA DO RIBEIRO;Municipal;0.67;0.238;0.3299999999999999;0.284;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;2.0;2.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
SANTA TEREZA - RS;2025;Pagamento detalhado municipalizado;MARCEL VAN HATTEM;;Agregado municipal — 1 código(s);Agregado de 1 favorecido(s);RS;SANTA TEREZA;;;;;;;;;;;;;;0.0;314200.0;MARCEL VAN HATTEM;4317251;4317251;Baixa Prioridade;15.0;SANTA TEREZA;SANTA TEREZA;Municipal;0.746;0.178;0.254;0.216;pagamento_municipalizado;Localidade de aplicação do recurso informada como município do RS;Agregado municipalizado por parlamentar/município;1.0;1.0;1;Valor proveniente dos CSVs detalhados por Código da Emenda. Entra no mapa municipal porque a Localidade de aplicação do recurso está explicitamente informada como município do RS.
