Parlamentar_Limpo;codigo_emenda;numero_emenda;tipo_emenda;tipo_transferencia;localidade_aplicacao;tipo_localidade_aplicacao;municipio;municipio_normalizado;uf_localidade;valor_pago;programa_orcamentario;acao_orcamentaria;plano_orcamentario;funcao_area_atuacao;subfuncao_area_atuacao;modalidade_despesa;documento;favorecido;status_reconciliacao;ajuste_negativo;valor_zero
DANRLEI DE DEUS HINTERHOLZ;202528610005;0005;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;GUAPORÉ - RS;Municipal;GUAPORÉ;GUAPORE;RS;200000.0;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);0000 - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;08 - Assistência social;245 - SERVICOS SOCIOASSISTENCIAIS;41 - Transferências a Municípios - Fundo a Fundo;330013000012025OB006934;14.373.715/0001-02 - FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - GUAPORE - RS;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610005;0005;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;HORIZONTINA - RS;Municipal;HORIZONTINA;HORIZONTINA;RS;200000.0;5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS);0000 - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS;08 - Assistência social;245 - SERVICOS SOCIOASSISTENCIAIS;41 - Transferências a Municípios - Fundo a Fundo;330013000012025OB006940;18.143.283/0001-96 - FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;PELOTAS - RS;Municipal;PELOTAS;PELOTAS;RS;200000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB030704;11.217.562/0001-08 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;GUAPORÉ - RS;Municipal;GUAPORÉ;GUAPORE;RS;200000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB030797;11.614.175/0001-05 - FUNDO MUNICIPAL DE SAUDE- GUAPORE-RS;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;SANTA CRUZ DO SUL - RS;Municipal;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;RS;200000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB031353;11.776.182/0001-03 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIO GRANDE DO SUL (UF);Estadual/UF;;;RS;200000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;31 - Transferências a Estados e ao Distrito Federal - Fundo a Fundo;257001000012025OB033502;87.182.846/0001-78 - FUNDO ESTADUAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;TRÊS CACHOEIRAS - RS;Municipal;TRÊS CACHOEIRAS;TRES CACHOEIRAS;RS;200000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB052844;11.959.356/0001-73 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;GIRUÁ - RS;Municipal;GIRUÁ;GIRUA;RS;200000.0;5118 - ATENCAO ESPECIALIZADA A SAUDE;2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS;10 - Saúde;302 - Assistência hospitalar e ambulatorial;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB052850;11.409.458/0001-15 - FUNDO MUNICIPAL DE SAUDE DE GIRUA;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;VIAMÃO - RS;Municipal;VIAMÃO;VIAMAO;RS;200000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB030705;12.026.322/0001-99 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;IJUÍ - RS;Municipal;IJUÍ;IJUI;RS;200000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB031136;12.450.156/0001-53 - FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE IJUI;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;NOVA ARAÇÁ - RS;Municipal;NOVA ARAÇÁ;NOVA ARACA;RS;200000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB040733;14.428.126/0001-76 - FUNDO MUNICIPAL DA SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610001;0001;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CHARQUEADAS - RS;Municipal;CHARQUEADAS;CHARQUEADAS;RS;200000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB052208;12.717.209/0001-50 - FUNDO MUNICIPAL DE SAUDE CHARQUEADAS;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;PAROBÉ - RS;Municipal;PAROBÉ;PAROBE;RS;199924.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB033359;11.706.451/0001-65 - FUNDO MUNICIPAL DE SAUDE -PAROBE/RS;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;NOVA PRATA - RS;Municipal;NOVA PRATA;NOVA PRATA;RS;199866.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB071693;11.840.490/0001-50 - FUNDO MUNICIPAL DA SAUDE;Bate com Valor Pago geral;False;False
DANRLEI DE DEUS HINTERHOLZ;202528610007;0007;Emenda Individual - Transferências Especiais;Transferência Especial;FONTOURA XAVIER - RS;Municipal;FONTOURA XAVIER;FONTOURA XAVIER;RS;198000.0;0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA;0EC2 - TRANSFERENCIAS ESPECIAIS;0000 - TRANSFERENCIAS ESPECIAIS - DESPESAS DIVERSAS;28 - Encargos especiais;845 - Outras transferências;40 - Transferências a Municípios;170860000012025OB003087;87.612.768/0001-02 - MUNICIPIO DE FONTOURA XAVIER;Bate com Valor Pago geral;False;False
