Parlamentar_Limpo;codigo_emenda;numero_emenda;tipo_emenda;tipo_transferencia;localidade_aplicacao;tipo_localidade_aplicacao;municipio;municipio_normalizado;uf_localidade;valor_pago;programa_orcamentario;acao_orcamentaria;plano_orcamentario;funcao_area_atuacao;subfuncao_area_atuacao;modalidade_despesa;documento;favorecido;status_reconciliacao;ajuste_negativo;valor_zero
REGINETE BISPO;202544550016;0016;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIO GRANDE DO SUL (UF);Estadual/UF;;;RS;167899.06;5133 - SEGURANCA ALIMENTAR E NUTRICIONAL E COMBATE A FOME;2798 - AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL;0000 - AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL - DESPESAS DIVERSAS;08 - Assistência social;306 - Alimentação e nutrição;90 - Aplicações Diretas;135315222112026OB001112;10.568.281/0001-37 - COOPERATIVA DOS TRABALHADORES DA REFORMA AGRARIA TERRA LIVRE LTDA;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;DEZESSEIS DE NOVEMBRO - RS;Municipal;DEZESSEIS DE NOVEMBRO;DEZESSEIS DE NOVEMBRO;RS;150000.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079044;11.270.203/0001-14 - FUNDO MUNICIPAL DE SAUDE DE DEZESSEIS DE NOVEMBRO;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;BUTIÁ - RS;Municipal;BUTIÁ;BUTIA;RS;150000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB028510;12.113.820/0001-79 - FUNDO MUNICIPAL DE SAUDE - BUTIA / RS;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;TAPERA - RS;Municipal;TAPERA;TAPERA;RS;150000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB078989;11.715.379/0001-32 - FUNDO MUNICIPAL DE SAUDE - TAPERA;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;TRÊS CACHOEIRAS - RS;Municipal;TRÊS CACHOEIRAS;TRES CACHOEIRAS;RS;150000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB078991;11.959.356/0001-73 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550019;0019;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;PIRATINI - RS;Municipal;PIRATINI;PIRATINI;RS;148996.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB078985;12.218.420/0001-28 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
REGINETE BISPO;202544550003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;FONTOURA XAVIER - RS;Municipal;FONTOURA XAVIER;FONTOURA XAVIER;RS;106000.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079427;12.100.530/0001-90 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550004;0004;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIO GRANDE DO SUL (UF);Estadual/UF;;;RS;100000.0;5125 - DIREITO A CULTURA;20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA;0000 - PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS;13 - Cultura;392 - Difusão cultural;50 - Transferências a Instituições Privadas sem Fins Lucrativos;344041342082026OB000058;20.049.602/0001-40 - CLUBE AMIGOS DO RS;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550004;0004;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIO GRANDE DO SUL (UF);Estadual/UF;;;RS;100000.0;5125 - DIREITO A CULTURA;20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA;0000 - PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS;13 - Cultura;392 - Difusão cultural;50 - Transferências a Instituições Privadas sem Fins Lucrativos;344041342082026OB000059;11.261.105/0001-10 - COMPLEXO ESPORTIVO BARRO VERMELHO;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550009;0009;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIO GRANDE DO SUL (UF);Estadual/UF;;;RS;100000.0;4006 - ECONOMIA POPULAR E SOLIDARIA SUSTENTAVEIS;215F - FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO;0000 - FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO - DESPESAS DIVERSAS;11 - Trabalho;334 - Fomento ao trabalho;50 - Transferências a Instituições Privadas sem Fins Lucrativos;400076000012025OB000415;89.270.656/0001-38 - CENTRO DE ASSESSORIA MULTIPROFISSIONAL;Bate com Valor Pago geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ITATIBA DO SUL - RS;Municipal;ITATIBA DO SUL;ITATIBA DO SUL;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB020829;12.043.944/0001-25 - FUNDO MUNICIPAL DE SAUDE DE ITATIBA DO SUL;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ARROIO GRANDE - RS;Municipal;ARROIO GRANDE;ARROIO GRANDE;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB032141;13.901.138/0001-03 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ENGENHO VELHO - RS;Municipal;ENGENHO VELHO;ENGENHO VELHO;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB040876;12.142.963/0001-09 - FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE ENGENHO VELHO;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;IRAÍ - RS;Municipal;IRAÍ;IRAI;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB042195;12.364.539/0001-09 - FUNDO MUNICIPAL DE SAUDE DE IRAI-RS;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;SANTA MARGARIDA DO SUL - RS;Municipal;SANTA MARGARIDA DO SUL;SANTA MARGARIDA DO SUL;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB043026;12.423.234/0001-20 - FUNDO MUNICIPAL DE SAUDE - SANTA MARGARIDA DO SUL RS;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;MAMPITUBA - RS;Municipal;MAMPITUBA;MAMPITUBA;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB043123;12.083.468/0001-76 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;PEDRAS ALTAS - RS;Municipal;PEDRAS ALTAS;PEDRAS ALTAS;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB043136;11.921.425/0001-50 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;PONTE PRETA - RS;Municipal;PONTE PRETA;PONTE PRETA;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB078984;12.035.548/0001-56 - FUNDO MUNICIPAL DE SAUDE - PONTE PRETA;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ENTRE RIOS DO SUL - RS;Municipal;ENTRE RIOS DO SUL;ENTRE RIOS DO SUL;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB078999;11.808.907/0001-06 - FUNDO MUNICIPAL DE SAUDE DE ENTRE RIOS DO SUL;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550019;0019;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;TAQUARUÇU DO SUL - RS;Municipal;TAQUARUÇU DO SUL;TAQUARUCU DO SUL;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB024258;11.194.710/0001-16 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
REGINETE BISPO;202544550019;0019;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CIRÍACO - RS;Municipal;CIRÍACO;CIRIACO;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB024423;12.215.432/0001-07 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago geral;False;False
REGINETE BISPO;202544550019;0019;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;TABAÍ - RS;Municipal;TABAÍ;TABAI;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB028539;11.984.627/0001-40 - FUNDO MUNICIPAL DE SAUDE DE TABAI;Bate com Valor Pago geral;False;False
REGINETE BISPO;202544550019;0019;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;BARRA DO GUARITA - RS;Municipal;BARRA DO GUARITA;BARRA DO GUARITA;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB028545;12.438.307/0001-58 - FUNDO MUNICIPAL DE SAUDE DE BARRA DO GUARITA;Bate com Valor Pago geral;False;False
REGINETE BISPO;202544550019;0019;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;BARRA DO RIBEIRO - RS;Municipal;BARRA DO RIBEIRO;BARRA DO RIBEIRO;RS;100000.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB032147;13.852.788/0001-06 - FUNDO MUNICIPAL DE SAUDE-FMS BARRA DO RIBEIRO RS;Bate com Valor Pago geral;False;False
REGINETE BISPO;202544550003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;CHUÍ - RS;Municipal;CHUÍ;CHUI;RS;99992.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079046;11.589.184/0001-93 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550020;0020;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;MAMPITUBA - RS;Municipal;MAMPITUBA;MAMPITUBA;RS;95384.0;5119 - ATENCAO PRIMARIA A SAUDE;2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;0000 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB043032;12.083.468/0001-76 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;DOIS IRMÃOS DAS MISSÕES - RS;Municipal;DOIS IRMÃOS DAS MISSÕES;DOIS IRMAOS DAS MISSOES;RS;93000.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079419;11.998.823/0001-74 - FUNDO MUNICIPAL DE SAUDE DE DOIS IRMAOS DAS MISSOES-RS;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;TRIUNFO - RS;Municipal;TRIUNFO;TRIUNFO;RS;93000.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079434;12.764.895/0001-10 - FUNDO MUNICIPAL DA SAUDE DE TRIUNFO;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;PASSO DO SOBRADO - RS;Municipal;PASSO DO SOBRADO;PASSO DO SOBRADO;RS;93000.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079425;12.075.576/0001-05 - FUNDO MUNICIPAL DE SAUDE DE PASSO DO SOBRADO;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ARROIO DOS RATOS - RS;Municipal;ARROIO DOS RATOS;ARROIO DOS RATOS;RS;93000.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079428;12.220.162/0001-14 - FUNDO MUNICIPAL DE SAUDE - ARROIO DOS RATOS;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;FAZENDA VILANOVA - RS;Municipal;FAZENDA VILANOVA;FAZENDA VILANOVA;RS;93000.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079432;10.696.467/0001-71 - FUNDO MUNICIPAL DA SAUDE DE FAZENDA VILANOVA;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;TEUTÔNIA - RS;Municipal;TEUTÔNIA;TEUTONIA;RS;92914.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079420;12.124.074/0001-19 - FUNDO MUNICIPAL DE SAUDE;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;ESTEIO - RS;Municipal;ESTEIO;ESTEIO;RS;92900.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079423;12.140.369/0001-89 - FUNDO MUNICIPAL DE SAUDE DE ESTEIO;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550002;0002;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;GENERAL CÂMARA - RS;Municipal;GENERAL CÂMARA;GENERAL CAMARA;RS;92581.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012026OB008985;11.980.648/0001-98 - FUNDO MUNICIPAL DE SAUDE GENERAL CAMARA;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;NÃO-ME-TOQUE - RS;Municipal;NÃO-ME-TOQUE;NAO-ME-TOQUE;RS;92581.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079421;11.870.064/0001-60 - FUNDO MUNICIPAL DE SAUDE - NAO-ME-TOQUE;Bate com Valor Pago + RP Pagos geral;False;False
REGINETE BISPO;202544550003;0003;Emenda Individual - Transferências com Finalidade Definida;Transferência com Finalidade Definida;RIO PARDO - RS;Municipal;RIO PARDO;RIO PARDO;RS;92581.0;5119 - ATENCAO PRIMARIA A SAUDE;8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE;0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS;10 - Saúde;301 - Atenção básica;41 - Transferências a Municípios - Fundo a Fundo;257001000012025OB079429;12.389.111/0001-10 - FUNDO MUNICIPAL DE SAUDE DE RIO PARDO;Bate com Valor Pago + RP Pagos geral;False;False
